Unnamed: 0,BoroCode,Latitude,Longitude,HrcEvac,Program_Bike Racks,RackType_DOT Sled (Black),RackType_GFI Sled (Silver - Right),RackType_GFI Sled (Silver),RackType_Large Hoop,RackType_Opal Rack (Parks),RackType_Other DOT,RackType_Other Non-DOT,RackType_Small Hoop,RackType_Staple (Parks),RackType_U Rack,RackType_U Rack (DOT),RackType_Undetermined,RackType_Wave Rack,RackType_Wave Rack (Non DOT),RackType_Wave Rack (Non-DOT),RackType_Wave Rack (Parks),FEMAFldz_AE,FEMAFldz_VE,FEMAFldz_X,Cluster
32442,3,40.723232,-73.958542,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32443,3,40.689378,-74.000676,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32444,1,40.729178,-73.983638,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32445,4,40.6860934,-73.83980305,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32446,2,40.87234,-73.878366,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32447,3,40.592896,-73.949415,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32448,4,40.67741259,-73.82463103,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32449,2,40.80724821,-73.91830347,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32450,3,40.68158237,-73.87986181,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32451,4,40.693601,-73.755583,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32452,1,40.82459,-73.940223,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32453,4,40.71866399,-73.81361272,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32454,2,40.845159,-73.882588,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32455,1,40.771884,-73.982691,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32456,2,40.83190832,-73.8665983,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32457,1,40.77972711,-73.9597476,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32458,2,40.833435,-73.861718,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32459,4,40.72777675,-73.85522406,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32460,4,40.73074605,-73.86331284,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32461,3,40.61898235,-74.00870333,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
32462,2,40.86952873,-73.84462699,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32463,1,40.72095576,-73.98943829,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32464,4,40.768928,-73.931565,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32465,4,40.7533,-73.87213,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32466,2,40.8474823,-73.83083155,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32467,3,40.626346,-73.976211,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32468,3,40.63035531,-73.98611717,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32469,2,40.84238,-73.924118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32470,4,40.702594,-73.814527,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32471,4,40.715705,-73.832563,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32472,4,40.752987,-73.864355,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32473,4,40.759559,-73.918641,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32474,3,40.689508,-73.982728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
32475,1,40.823746,-73.937781,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32476,3,40.6282,-73.942944,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32477,4,40.762959,-73.834397,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32478,3,40.61947,-73.933836,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32479,2,40.842055,-73.924539,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32480,4,40.67688059,-73.82435329,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32481,3,40.67465,-73.876606,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32482,3,40.660379,-73.980198,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32483,3,40.606984,-73.96321,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32484,3,40.59927824,-73.9546204,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32485,4,40.753296,-73.793719,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32486,3,40.674081,-73.880501,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32487,3,40.66388337,-73.85720984,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32488,4,40.680043,-73.847266,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32489,3,40.676047,-73.935783,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32490,1,40.74703,-73.988924,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32491,2,40.85326,-73.834868,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32492,2,40.843337,-73.923827,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32493,3,40.680962,-73.971,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32494,4,40.72701707,-73.853129,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32495,3,40.7262043,-73.95210175,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32496,4,40.789331,-73.814066,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32497,3,40.694979,-73.911754,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32498,1,40.72613496,-74.0055974,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32499,1,40.70841521,-74.00175618,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32500,3,40.588043,-73.973823,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32501,4,40.743695,-73.856412,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32502,3,40.719371,-73.95401,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32503,2,40.838987,-73.900738,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32504,4,40.72200796,-73.88549263,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32505,3,40.629626,-74.004998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32506,2,40.846289,-73.909957,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32507,4,40.672451,-73.835684,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32508,4,40.686862,-73.852906,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32509,1,40.70593276,-74.00410244,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
32510,4,40.74811,-73.863242,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32511,3,40.657028,-73.953071,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32512,5,40.625771,-74.153986,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
32513,4,40.775168,-73.909441,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32514,2,40.82878262,-73.877968,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32515,2,40.81731313,-73.92785601,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32516,4,40.7596599,-73.804012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32517,3,40.69858,-73.988382,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32518,3,40.610198,-73.955591,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32519,3,40.619136,-73.917327,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32520,2,40.847534,-73.908254,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32521,3,40.68450197,-73.86901824,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32522,3,40.645986,-74.002351,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32523,1,40.746922,-73.996321,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32524,3,40.623396,-73.985775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32525,4,40.594966,-73.784882,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32526,1,40.710495,-74.009769,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32527,3,40.688575,-73.980267,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32528,4,40.782298,-73.845838,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32529,3,40.671183,-73.882605,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32530,1,40.841331,-73.940214,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32531,4,40.699548,-73.763028,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32532,4,40.780754,-73.802892,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32533,1,40.766327,-73.956908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32534,2,40.84416481,-73.82961763,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32535,4,40.702927,-73.869356,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32536,1,40.823318,-73.941441,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32537,3,40.588399,-73.983555,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32538,1,40.71913475,-74.00527457,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32539,2,40.83502,-73.917573,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32540,3,40.687062,-73.980897,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32541,1,40.762306,-73.994071,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32542,1,40.76148,-73.995987,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32543,4,40.771293,-73.92241,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32544,1,40.73344417,-73.9998144,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32545,4,40.757612,-73.827789,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32546,4,40.722904,-73.902419,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32547,4,40.664003,-73.841776,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32548,1,40.73196109,-74.00089021,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32549,3,40.618006,-73.960773,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32550,2,40.837853,-73.914806,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32551,4,40.70524709,-73.79560588,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32552,4,40.7561,-73.928551,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32553,1,40.815725,-73.944886,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32554,3,40.605077,-73.979758,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32555,4,40.66016711,-73.7395492,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32556,1,40.834915,-73.945415,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
32557,4,40.761372,-73.831132,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32558,4,40.70793102,-73.80165728,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32559,2,40.856712,-73.891207,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32560,4,40.69745431,-73.83622091,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32561,4,40.726323,-73.894801,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32562,3,40.668484,-73.950704,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32563,1,40.746844,-74.004905,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32564,3,40.663433,-73.925092,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32565,2,40.86679,-73.861399,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32566,4,40.70663,-73.75358,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32567,1,40.71704517,-73.9954306,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32568,1,40.729006,-73.99091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32569,1,40.75489,-73.987659,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32570,2,40.845821,-73.829399,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32571,3,40.69947455,-73.91962276,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32572,4,40.755168,-73.828078,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32573,2,40.87318659,-73.88927864,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32574,3,40.7123009,-73.95703638,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32575,4,40.76526136,-73.80620433,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32576,4,40.6777905,-73.74536093,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32577,3,40.674723,-73.933425,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32578,3,40.700401,-73.925072,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32579,4,40.706772,-73.831839,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32580,3,40.647357,-73.960034,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32581,4,40.771911,-73.875847,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32582,3,40.614685,-73.987861,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32583,3,40.64576238,-73.90291646,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32584,4,40.73300987,-73.8044271,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32585,4,40.722761,-73.847746,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32586,3,40.664355,-73.908178,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32587,3,40.659568,-73.987977,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32588,4,40.748052,-73.906135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32589,3,40.62898,-74.011562,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
32590,1,40.792045,-73.946033,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32591,3,40.63215218,-73.97402245,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32592,3,40.59991686,-73.94595555,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32593,1,40.70912255,-74.00901198,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32594,4,40.76754844,-73.91192404,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32595,4,40.7078289,-73.81703959,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32596,1,40.72727124,-73.98851775,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32597,2,40.831342,-73.921921,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32598,3,40.63903143,-73.90801466,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32599,3,40.60112225,-73.93421634,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32600,4,40.74995,-73.869978,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32601,4,40.7273623,-73.85614952,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32602,4,40.761749,-73.918146,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32603,3,40.675569,-73.916497,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32604,2,40.86261861,-73.90255314,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32605,4,40.756225,-73.92911,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32606,3,40.672783,-74.006064,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32607,3,40.61817575,-73.95796494,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32608,3,40.692406,-73.943042,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32609,1,40.764088,-73.994421,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32610,4,40.733768,-73.850126,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32611,2,40.85992519,-73.8985956,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32612,3,40.68154,-73.949882,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32613,4,40.720772,-73.757961,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32614,1,40.763129,-73.992797,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32615,1,40.795361,-73.975668,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32616,3,40.65104,-73.943063,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32617,3,40.690269,-73.987184,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32618,4,40.769456,-73.736339,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32619,3,40.583672,-73.941397,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32620,3,40.690555,-73.926487,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32621,1,40.844593,-73.935452,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32622,2,40.84650849,-73.89359466,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32623,1,40.747532,-74.004431,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32624,4,40.720696,-73.844532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32625,3,40.613539,-73.953263,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32626,1,40.804192,-73.960342,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32627,4,40.765855,-73.919306,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32628,3,40.640634,-73.966144,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32629,2,40.818301,-73.918685,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32630,4,40.69285111,-73.8543016,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32631,2,40.876736,-73.84696314,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32632,1,40.760124,-73.991553,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32633,3,40.666947,-73.911238,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32634,4,40.72485313,-73.84987684,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32635,2,40.833354,-73.851166,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32636,3,40.675215,-74.016756,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32637,1,40.760397,-73.969406,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32638,3,40.65876,-73.907866,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32639,4,40.754575,-73.877746,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32640,2,40.83767,-73.911599,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32641,2,40.85448294,-73.86456314,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32642,3,40.63145436,-73.98517797,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32643,3,40.626707,-74.008039,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32644,4,40.760052,-73.920415,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32645,3,40.710489,-73.940211,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32646,3,40.5994098,-73.94935321,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32647,3,40.599807,-74.002458,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
32648,4,40.712265,-73.895859,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32649,4,40.739404,-73.790792,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32650,3,40.578585,-73.958602,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32651,4,40.70079425,-73.89515633,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32652,2,40.834107,-73.894898,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32653,1,40.775463,-73.953352,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32654,4,40.699907,-73.763328,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32655,4,40.751659,-73.870612,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32656,1,40.72092456,-73.99770401,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32657,4,40.75559022,-73.81497935,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32658,3,40.606746,-73.963979,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32659,1,40.792417,-73.973193,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
32660,4,40.71772852,-73.73894364,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32661,2,40.83634,-73.90274,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32662,4,40.749955,-73.862462,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32663,3,40.70339121,-73.95742082,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32664,4,40.769002,-73.773385,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32665,4,40.736865,-73.710979,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
32666,4,40.732569,-73.876735,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32667,4,40.765271,-73.918226,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
